student_id,subject_id,teacher_id,exam_1,exam_2,exam_3,attendance,final_score,date
STU_48d8c3fd,SUB_HIS_105,TCH_29eb2101,84.0,98.62,79.01,6,87.21,2025-11-15
STU_48d8c3fd,SUB_ENG_307,TCH_61765dbd,65.19,87.77,81.0,9,77.99,2025-08-14
STU_48d8c3fd,SUB_BIO_910,TCH_59cac908,70.36,70.6,93.85,9,78.27,2025-05-11
STU_e12b7728,SUB_ART_886,TCH_29eb2101,54.05,71.92,50.71,9,58.89,2025-03-12
STU_e12b7728,SUB_CHE_148,TCH_29eb2101,90.84,76.64,76.75,9,81.41,2025-10-13
STU_e12b7728,SUB_BIO_910,TCH_b0dd4864,85.82,84.98,66.54,6,79.11,2025-06-06
STU_e12b7728,SUB_HIS_105,TCH_b0dd4864,63.5,59.86,89.41,8,70.92,2025-05-06
STU_701c7767,SUB_ENG_307,TCH_29eb2101,58.02,71.18,81.47,9,70.22,2025-10-25
STU_701c7767,SUB_BIO_910,TCH_be7faa8a,51.51,90.04,65.26,9,68.94,2025-07-25
STU_701c7767,SUB_ART_886,TCH_b9608476,99.38,76.32,90.29,7,88.66,2025-07-12
STU_701c7767,SUB_MAT_392,TCH_be7faa8a,54.19,68.1,94.92,9,72.4,2025-05-31
STU_0f8f4c0c,SUB_ENG_307,TCH_29eb2101,87.07,81.41,95.58,8,88.02,2025-08-11
STU_0f8f4c0c,SUB_HIS_105,TCH_29eb2101,57.75,62.01,69.53,7,63.1,2025-02-03
STU_0f8f4c0c,SUB_CHE_148,TCH_7602e517,89.17,50.06,81.31,8,73.51,2025-07-22
STU_6fff62d3,SUB_MAT_392,TCH_2b2625e5,67.49,67.84,66.43,8,67.25,2025-04-03
STU_6fff62d3,SUB_CHE_148,TCH_7602e517,87.83,73.1,99.46,7,86.8,2025-10-10
STU_6fff62d3,SUB_COM_142,TCH_b9608476,65.14,56.93,53.9,7,58.66,2025-07-09
STU_6fff62d3,SUB_ART_886,TCH_7602e517,60.54,57.65,62.29,10,60.16,2025-09-06
STU_d0b17fe9,SUB_MAT_392,TCH_2b2625e5,54.39,89.98,58.76,7,67.71,2025-03-27
STU_d0b17fe9,SUB_CHE_148,TCH_b0dd4864,75.34,71.18,81.93,7,76.15,2025-10-27
STU_d0b17fe9,SUB_HIS_105,TCH_b0dd4864,55.13,92.96,82.75,9,76.95,2025-02-01
STU_d0b17fe9,SUB_PHY_117,TCH_b9608476,82.91,83.37,55.05,8,73.78,2025-06-23
STU_8a158154,SUB_COM_142,TCH_b9608476,75.31,77.67,70.44,9,74.47,2025-01-02
STU_8a158154,SUB_HIS_105,TCH_be7faa8a,75.9,86.57,94.49,7,85.65,2025-03-31
STU_8a158154,SUB_MAT_392,TCH_82b5b2da,85.43,88.75,96.21,8,90.13,2025-02-14
STU_8a158154,SUB_ENG_307,TCH_b9608476,93.68,80.63,96.57,8,90.29,2025-07-30
STU_bf58e9b6,SUB_COM_142,TCH_59cac908,51.69,65.49,69.93,7,62.37,2025-04-03
STU_bf58e9b6,SUB_PHY_117,TCH_fc41ed5e,70.03,86.03,81.19,8,79.08,2025-01-05
STU_bf58e9b6,SUB_MAT_392,TCH_be7faa8a,90.99,60.94,80.59,6,77.51,2025-05-25
STU_bf58e9b6,SUB_ENG_307,TCH_61765dbd,58.58,59.94,55.71,10,58.08,2025-10-12
STU_bf58e9b6,SUB_ART_886,TCH_2b2625e5,92.56,77.77,56.25,6,75.53,2025-01-17
STU_5b36b51f,SUB_CHE_148,TCH_b0dd4864,66.94,78.92,78.51,8,74.79,2025-09-13
STU_5b36b51f,SUB_BIO_910,TCH_b0dd4864,51.3,52.28,64.51,9,56.03,2025-01-30
STU_5b36b51f,SUB_PHY_117,TCH_b0dd4864,66.7,51.85,73.74,6,64.1,2025-11-19
STU_add5f64e,SUB_BIO_910,TCH_82b5b2da,87.33,84.98,57.0,5,76.44,2025-03-28
STU_add5f64e,SUB_COM_142,TCH_59cac908,95.83,68.64,75.98,7,80.15,2025-07-22
STU_add5f64e,SUB_ART_886,TCH_61765dbd,83.8,58.29,87.34,6,76.48,2025-08-07
STU_add5f64e,SUB_ENG_307,TCH_59cac908,62.52,86.77,53.46,8,67.58,2025-09-23
STU_1afa5f63,SUB_PHY_117,TCH_be7faa8a,67.94,92.14,86.88,6,82.32,2025-01-25
STU_1afa5f63,SUB_COM_142,TCH_b9608476,88.46,69.36,50.85,8,69.56,2025-05-17
STU_1afa5f63,SUB_CHE_148,TCH_2b2625e5,97.15,87.89,74.03,8,86.36,2025-02-02
STU_b6240d56,SUB_MAT_392,TCH_82b5b2da,50.62,74.18,78.75,9,67.85,2025-01-10
STU_b6240d56,SUB_ART_886,TCH_b0dd4864,97.0,86.15,54.98,8,79.38,2025-07-19
STU_b6240d56,SUB_CHE_148,TCH_b9608476,70.87,68.48,97.48,7,78.94,2025-09-18
STU_b6240d56,SUB_HIS_105,TCH_82b5b2da,94.34,53.62,63.54,8,70.5,2025-06-18
STU_b6240d56,SUB_ENG_307,TCH_be7faa8a,75.56,85.96,91.1,7,84.21,2025-04-01
STU_71807cd2,SUB_CHE_148,TCH_59cac908,72.76,85.79,77.79,7,78.78,2025-06-21
STU_71807cd2,SUB_COM_142,TCH_82b5b2da,57.43,58.27,83.01,9,66.24,2025-02-22
STU_71807cd2,SUB_BIO_910,TCH_59cac908,51.28,93.87,64.4,6,69.85,2025-03-07
STU_f051495f,SUB_CHE_148,TCH_59cac908,50.69,99.9,77.51,8,76.03,2025-02-18
STU_f051495f,SUB_MAT_392,TCH_82b5b2da,80.0,77.04,81.88,10,79.64,2025-10-03
STU_f051495f,SUB_BIO_910,TCH_b0dd4864,90.77,55.47,76.23,7,74.16,2025-09-21
STU_f051495f,SUB_ENG_307,TCH_59cac908,93.45,84.37,78.4,7,85.41,2025-10-23
STU_56bfc72d,SUB_MAT_392,TCH_7602e517,84.49,77.23,96.91,7,86.21,2025-07-05
STU_56bfc72d,SUB_CHE_148,TCH_7602e517,55.71,60.15,91.28,10,69.05,2025-06-15
STU_56bfc72d,SUB_BIO_910,TCH_61765dbd,52.03,58.84,75.09,9,61.99,2025-10-04
STU_56bfc72d,SUB_ENG_307,TCH_be7faa8a,85.22,96.74,66.82,7,82.93,2025-05-27
STU_56bfc72d,SUB_ART_886,TCH_fc41ed5e,73.94,83.18,89.37,8,82.16,2025-07-04
STU_b9e40508,SUB_CHE_148,TCH_b9608476,62.74,76.23,74.57,6,71.18,2025-04-24
STU_b9e40508,SUB_ENG_307,TCH_b0dd4864,62.7,72.03,71.87,9,68.87,2025-06-04
STU_b9e40508,SUB_COM_142,TCH_b0dd4864,66.2,76.12,82.23,5,74.85,2025-02-07
STU_b9e40508,SUB_HIS_105,TCH_59cac908,70.91,62.6,81.5,9,71.67,2025-09-26
STU_b9e40508,SUB_BIO_910,TCH_82b5b2da,66.92,86.13,53.07,8,68.71,2025-09-11
STU_da32f826,SUB_HIS_105,TCH_b9608476,62.41,94.96,84.16,10,80.51,2025-02-10
STU_da32f826,SUB_PHY_117,TCH_be7faa8a,93.38,87.05,78.14,6,86.19,2025-07-25
STU_da32f826,SUB_CHE_148,TCH_fc41ed5e,65.81,96.11,86.86,8,82.93,2025-04-17
STU_da32f826,SUB_ENG_307,TCH_fc41ed5e,78.73,87.65,64.66,8,77.01,2025-05-11
STU_afbcc08e,SUB_COM_142,TCH_b9608476,94.08,65.72,90.41,8,83.4,2025-07-11
STU_afbcc08e,SUB_ENG_307,TCH_82b5b2da,62.52,64.87,82.9,7,70.1,2025-03-02
STU_afbcc08e,SUB_ART_886,TCH_29eb2101,64.0,69.8,78.41,8,70.74,2025-11-16
STU_afbcc08e,SUB_MAT_392,TCH_61765dbd,76.56,94.39,92.4,10,87.78,2025-02-28
STU_afbcc08e,SUB_HIS_105,TCH_2b2625e5,53.54,80.42,69.36,9,67.77,2025-01-03
STU_87db4ea0,SUB_HIS_105,TCH_7602e517,73.73,74.54,68.23,8,72.17,2025-04-28
STU_87db4ea0,SUB_ART_886,TCH_82b5b2da,93.2,82.17,77.91,9,84.43,2025-11-03
STU_87db4ea0,SUB_BIO_910,TCH_be7faa8a,82.78,74.86,59.67,7,72.44,2025-08-31
STU_87db4ea0,SUB_MAT_392,TCH_b9608476,74.59,53.42,98.85,9,75.62,2025-09-07
STU_87db4ea0,SUB_CHE_148,TCH_29eb2101,50.2,95.92,55.53,9,67.22,2025-10-12
STU_9aa99acd,SUB_HIS_105,TCH_b0dd4864,95.53,56.49,97.91,7,83.31,2025-02-13
STU_9aa99acd,SUB_PHY_117,TCH_b9608476,86.87,80.84,89.22,8,85.64,2025-10-05
STU_9aa99acd,SUB_ENG_307,TCH_2b2625e5,99.57,70.54,99.46,8,89.86,2025-07-08
STU_9aa99acd,SUB_BIO_910,TCH_82b5b2da,98.1,93.3,56.58,8,82.66,2025-01-06
STU_9aa99acd,SUB_CHE_148,TCH_82b5b2da,82.68,93.79,90.86,6,89.11,2025-08-26
STU_c7891121,SUB_MAT_392,TCH_82b5b2da,87.97,60.1,81.09,7,76.39,2025-08-05
STU_c7891121,SUB_CHE_148,TCH_2b2625e5,79.29,74.04,58.86,8,70.73,2025-03-08
STU_c7891121,SUB_BIO_910,TCH_7602e517,68.15,64.75,79.36,10,70.75,2025-08-31
STU_c7891121,SUB_COM_142,TCH_b9608476,75.09,50.28,58.19,8,61.19,2025-05-12
STU_c7891121,SUB_PHY_117,TCH_7602e517,70.63,59.68,72.75,8,67.69,2025-06-30
STU_873de10c,SUB_HIS_105,TCH_fc41ed5e,63.91,51.31,66.39,9,60.54,2025-10-29
STU_873de10c,SUB_ENG_307,TCH_29eb2101,94.07,55.85,64.42,6,71.45,2025-08-13
STU_873de10c,SUB_CHE_148,TCH_fc41ed5e,63.0,66.24,63.16,8,64.13,2025-06-05
STU_43d63502,SUB_PHY_117,TCH_b0dd4864,70.39,88.38,86.04,10,81.6,2025-04-03
STU_43d63502,SUB_COM_142,TCH_82b5b2da,92.86,93.67,68.59,7,85.04,2025-07-06
STU_43d63502,SUB_HIS_105,TCH_b0dd4864,50.22,88.94,70.53,7,69.9,2025-07-30
STU_45f1ebaf,SUB_COM_142,TCH_fc41ed5e,56.85,56.98,61.21,7,58.35,2025-10-13
STU_45f1ebaf,SUB_PHY_117,TCH_b9608476,93.44,79.29,94.66,6,89.13,2025-08-04
STU_45f1ebaf,SUB_ENG_307,TCH_7602e517,80.46,68.3,52.72,7,67.16,2025-01-13
STU_45f1ebaf,SUB_BIO_910,TCH_82b5b2da,76.83,72.4,51.26,6,66.83,2025-08-30
STU_3276a9e6,SUB_ENG_307,TCH_7602e517,85.02,74.59,63.01,7,74.21,2025-04-19
STU_3276a9e6,SUB_BIO_910,TCH_be7faa8a,73.97,68.89,84.48,9,75.78,2025-10-13
STU_3276a9e6,SUB_PHY_117,TCH_be7faa8a,84.61,77.66,64.4,9,75.56,2025-08-01
STU_5073bdff,SUB_ENG_307,TCH_b9608476,88.84,86.59,83.88,9,86.44,2025-07-24
STU_5073bdff,SUB_PHY_117,TCH_b0dd4864,71.52,50.23,71.61,9,64.45,2025-11-21
STU_5073bdff,SUB_CHE_148,TCH_b9608476,75.82,50.44,72.66,8,66.31,2025-09-10
STU_d2a418c9,SUB_MAT_392,TCH_7602e517,55.76,63.9,50.72,8,56.79,2025-06-02
STU_d2a418c9,SUB_BIO_910,TCH_82b5b2da,84.07,69.25,65.65,9,72.99,2025-06-03
STU_d2a418c9,SUB_PHY_117,TCH_29eb2101,89.16,64.41,95.79,8,83.12,2025-01-30
STU_132280d0,SUB_BIO_910,TCH_29eb2101,58.27,58.22,58.35,10,58.28,2025-07-26
STU_132280d0,SUB_HIS_105,TCH_29eb2101,95.04,69.38,57.34,6,73.92,2025-01-01
STU_132280d0,SUB_PHY_117,TCH_be7faa8a,60.33,87.09,81.16,9,76.19,2025-10-05
STU_76707148,SUB_COM_142,TCH_b9608476,59.75,76.22,96.93,9,77.63,2025-05-26
STU_76707148,SUB_CHE_148,TCH_29eb2101,58.24,76.7,55.52,8,63.49,2025-07-18
STU_76707148,SUB_MAT_392,TCH_be7faa8a,91.51,65.25,52.74,7,69.83,2025-05-18
STU_e9fab42a,SUB_PHY_117,TCH_fc41ed5e,60.29,64.51,66.59,7,63.8,2025-09-21
STU_e9fab42a,SUB_COM_142,TCH_fc41ed5e,89.09,71.43,54.04,8,71.52,2025-02-02
STU_e9fab42a,SUB_ENG_307,TCH_b9608476,92.99,97.69,80.91,9,90.53,2025-02-28
STU_e9fab42a,SUB_HIS_105,TCH_2b2625e5,99.93,95.29,82.02,7,92.41,2025-05-07
STU_2b979885,SUB_BIO_910,TCH_b9608476,54.55,98.38,74.9,9,75.94,2025-04-04
STU_2b979885,SUB_HIS_105,TCH_fc41ed5e,96.62,61.01,91.43,9,83.02,2025-07-20
STU_2b979885,SUB_ENG_307,TCH_82b5b2da,56.55,56.33,57.21,7,56.7,2025-10-19
STU_2b979885,SUB_COM_142,TCH_fc41ed5e,65.7,84.44,86.31,8,78.82,2025-03-26
STU_a1858a82,SUB_ENG_307,TCH_59cac908,56.66,77.72,90.24,8,74.87,2025-05-02
STU_a1858a82,SUB_HIS_105,TCH_2b2625e5,53.95,58.72,99.71,10,70.79,2025-10-27
STU_a1858a82,SUB_BIO_910,TCH_7602e517,75.3,71.96,98.13,7,81.8,2025-11-18
STU_9438a072,SUB_HIS_105,TCH_b9608476,92.27,79.72,63.98,8,78.66,2025-08-19
STU_9438a072,SUB_PHY_117,TCH_7602e517,66.26,91.13,92.97,9,83.45,2025-04-04
STU_9438a072,SUB_COM_142,TCH_59cac908,72.0,56.54,99.84,7,76.13,2025-04-27
STU_9438a072,SUB_BIO_910,TCH_29eb2101,88.5,89.97,64.74,8,81.07,2025-10-08
STU_9438a072,SUB_ENG_307,TCH_29eb2101,63.9,51.52,77.06,8,64.16,2025-04-20
STU_65ce8f71,SUB_CHE_148,TCH_82b5b2da,80.91,53.9,57.05,8,63.95,2025-02-14
STU_65ce8f71,SUB_ENG_307,TCH_fc41ed5e,63.9,51.0,58.66,8,57.85,2025-10-14
STU_65ce8f71,SUB_HIS_105,TCH_59cac908,63.73,54.53,88.9,9,69.05,2025-05-22
STU_65ce8f71,SUB_MAT_392,TCH_7602e517,92.96,96.38,89.79,6,93.04,2025-02-16
STU_096533b3,SUB_COM_142,TCH_7602e517,53.87,58.49,78.93,9,63.76,2025-08-23
STU_096533b3,SUB_PHY_117,TCH_b9608476,68.83,92.35,83.32,7,81.5,2025-09-13
STU_096533b3,SUB_MAT_392,TCH_82b5b2da,60.08,52.39,61.39,8,57.95,2025-09-27
STU_9974c34a,SUB_BIO_910,TCH_7602e517,71.85,83.86,68.04,8,74.58,2025-10-11
STU_9974c34a,SUB_PHY_117,TCH_b9608476,70.67,53.42,81.16,9,68.42,2025-09-26
STU_9974c34a,SUB_MAT_392,TCH_fc41ed5e,92.97,86.24,84.79,10,88.0,2025-07-25
STU_36fd19e6,SUB_ART_886,TCH_b9608476,50.35,66.89,99.59,9,72.28,2025-07-01
STU_36fd19e6,SUB_ENG_307,TCH_82b5b2da,50.6,59.32,57.28,5,55.73,2025-07-17
STU_36fd19e6,SUB_COM_142,TCH_fc41ed5e,53.68,55.83,99.19,8,69.57,2025-06-27
STU_36fd19e6,SUB_MAT_392,TCH_b9608476,67.51,57.9,77.42,8,67.61,2025-08-28
STU_36fd19e6,SUB_CHE_148,TCH_fc41ed5e,73.09,55.03,66.81,6,64.98,2025-01-19
STU_06dc908c,SUB_HIS_105,TCH_b0dd4864,50.66,70.37,64.5,8,61.84,2025-09-09
STU_06dc908c,SUB_BIO_910,TCH_59cac908,68.47,99.0,97.28,9,88.25,2025-02-19
STU_06dc908c,SUB_COM_142,TCH_29eb2101,82.53,70.08,53.71,7,68.77,2025-05-24
STU_06dc908c,SUB_PHY_117,TCH_82b5b2da,51.73,82.6,85.53,7,73.29,2025-11-19
STU_e6d398f2,SUB_COM_142,TCH_61765dbd,76.89,66.65,72.42,7,71.99,2025-09-17
STU_e6d398f2,SUB_CHE_148,TCH_7602e517,94.53,90.29,67.38,8,84.07,2025-05-29
STU_e6d398f2,SUB_HIS_105,TCH_59cac908,86.82,59.19,92.7,10,79.57,2025-07-13
STU_e6d398f2,SUB_BIO_910,TCH_b0dd4864,53.03,81.87,82.44,7,72.45,2025-06-06
STU_301a0f71,SUB_ENG_307,TCH_2b2625e5,91.57,59.8,56.34,9,69.24,2025-11-08
STU_301a0f71,SUB_HIS_105,TCH_be7faa8a,57.13,85.74,85.47,8,76.11,2025-06-24
STU_301a0f71,SUB_MAT_392,TCH_b9608476,68.67,69.89,85.14,10,74.57,2025-06-26
STU_018ffb9f,SUB_COM_142,TCH_7602e517,73.04,76.35,52.86,9,67.42,2025-01-04
STU_018ffb9f,SUB_HIS_105,TCH_2b2625e5,99.71,78.02,83.2,8,86.98,2025-05-25
STU_018ffb9f,SUB_MAT_392,TCH_61765dbd,70.89,70.23,50.92,9,64.01,2025-01-11
STU_32f6ff45,SUB_HIS_105,TCH_be7faa8a,51.05,98.9,73.46,8,74.47,2025-10-23
STU_32f6ff45,SUB_COM_142,TCH_59cac908,58.16,58.9,97.54,6,71.53,2025-03-06
STU_32f6ff45,SUB_PHY_117,TCH_be7faa8a,72.92,67.86,72.34,9,71.04,2025-10-24
STU_94e81c34,SUB_BIO_910,TCH_61765dbd,54.3,98.32,68.94,8,73.85,2025-09-22
STU_94e81c34,SUB_CHE_148,TCH_29eb2101,67.36,75.4,81.8,8,74.85,2025-05-06
STU_94e81c34,SUB_HIS_105,TCH_fc41ed5e,72.49,73.35,89.78,8,78.54,2025-01-29
STU_92387253,SUB_ART_886,TCH_59cac908,51.35,79.83,85.71,8,72.3,2025-03-28
STU_92387253,SUB_CHE_148,TCH_be7faa8a,82.56,53.51,86.49,8,74.19,2025-04-17
STU_92387253,SUB_PHY_117,TCH_82b5b2da,75.09,89.89,84.47,7,83.15,2025-06-11
STU_3aae1eb3,SUB_ART_886,TCH_82b5b2da,55.15,80.71,56.26,9,64.04,2025-05-08
STU_3aae1eb3,SUB_BIO_910,TCH_2b2625e5,66.53,56.47,63.14,8,62.05,2025-07-28
STU_3aae1eb3,SUB_CHE_148,TCH_61765dbd,77.96,66.94,99.33,9,81.41,2025-04-16
STU_1ffc78af,SUB_BIO_910,TCH_59cac908,76.85,57.68,81.05,9,71.86,2025-05-08
STU_1ffc78af,SUB_MAT_392,TCH_b9608476,66.55,58.45,65.52,9,63.51,2025-06-05
STU_1ffc78af,SUB_COM_142,TCH_82b5b2da,93.94,61.19,69.6,9,74.91,2025-05-21
STU_1ffc78af,SUB_CHE_148,TCH_b0dd4864,87.17,57.82,71.59,8,72.19,2025-10-04
STU_fb2b7b78,SUB_CHE_148,TCH_59cac908,78.66,96.0,98.85,7,91.17,2025-03-30
STU_fb2b7b78,SUB_ENG_307,TCH_b9608476,96.62,86.04,82.86,9,88.51,2025-06-27
STU_fb2b7b78,SUB_PHY_117,TCH_fc41ed5e,84.83,67.56,61.36,7,71.25,2025-05-10
STU_fb2b7b78,SUB_BIO_910,TCH_59cac908,57.54,65.37,90.86,8,71.26,2025-11-17
STU_3367e703,SUB_HIS_105,TCH_61765dbd,63.06,51.41,95.82,8,70.1,2025-08-31
STU_3367e703,SUB_CHE_148,TCH_61765dbd,54.99,50.32,97.88,7,67.73,2025-03-03
STU_3367e703,SUB_COM_142,TCH_59cac908,70.77,50.51,89.05,7,70.11,2025-09-27
STU_7313a210,SUB_CHE_148,TCH_7602e517,60.38,95.98,54.63,9,70.33,2025-01-12
STU_7313a210,SUB_COM_142,TCH_fc41ed5e,54.12,58.06,83.23,8,65.14,2025-05-03
STU_7313a210,SUB_PHY_117,TCH_b9608476,69.23,83.51,82.36,7,78.37,2025-08-19
STU_7313a210,SUB_HIS_105,TCH_b0dd4864,66.77,64.34,89.74,8,73.62,2025-11-09
STU_9fc95f50,SUB_MAT_392,TCH_fc41ed5e,95.66,62.16,53.28,9,70.37,2025-10-06
STU_9fc95f50,SUB_ART_886,TCH_b9608476,53.09,58.54,84.88,7,65.5,2025-07-10
STU_9fc95f50,SUB_HIS_105,TCH_fc41ed5e,61.14,81.07,98.6,10,80.27,2025-10-16
STU_9fc95f50,SUB_BIO_910,TCH_29eb2101,77.8,51.35,91.47,9,73.54,2025-05-22
STU_d04c65ef,SUB_ENG_307,TCH_82b5b2da,73.53,50.68,96.65,9,73.62,2025-09-29
STU_d04c65ef,SUB_HIS_105,TCH_61765dbd,94.9,72.1,51.22,9,72.74,2025-10-12
STU_d04c65ef,SUB_MAT_392,TCH_2b2625e5,86.95,62.39,98.42,6,82.59,2025-02-06
STU_d04c65ef,SUB_BIO_910,TCH_fc41ed5e,58.21,79.85,55.22,9,64.43,2025-03-15
STU_dc3f4bda,SUB_PHY_117,TCH_7602e517,53.46,80.79,71.11,7,68.45,2025-04-06
STU_dc3f4bda,SUB_CHE_148,TCH_2b2625e5,79.18,84.75,82.04,7,81.99,2025-05-15
STU_dc3f4bda,SUB_COM_142,TCH_7602e517,67.6,78.22,88.54,7,78.12,2025-10-16
STU_dc3f4bda,SUB_MAT_392,TCH_be7faa8a,97.91,93.59,59.53,7,83.68,2025-09-17
STU_6f077df1,SUB_ENG_307,TCH_b0dd4864,69.75,62.12,71.35,7,67.74,2025-03-09
STU_6f077df1,SUB_PHY_117,TCH_59cac908,59.03,67.05,97.0,8,74.36,2025-08-12
STU_6f077df1,SUB_CHE_148,TCH_7602e517,74.88,93.49,75.02,10,81.13,2025-05-08
STU_6f077df1,SUB_HIS_105,TCH_82b5b2da,83.06,88.46,85.99,9,85.84,2025-01-02
STU_6f077df1,SUB_MAT_392,TCH_29eb2101,58.42,64.73,82.16,8,68.44,2025-11-20
STU_4f7bf973,SUB_BIO_910,TCH_29eb2101,60.31,73.74,90.26,9,74.77,2025-02-20
STU_4f7bf973,SUB_MAT_392,TCH_7602e517,84.51,85.87,71.34,6,80.57,2025-06-28
STU_4f7bf973,SUB_ENG_307,TCH_b0dd4864,55.8,51.93,71.38,6,59.7,2025-04-04
STU_4f7bf973,SUB_CHE_148,TCH_61765dbd,52.21,57.41,69.04,9,59.55,2025-07-24
STU_88118d40,SUB_PHY_117,TCH_2b2625e5,89.37,91.94,82.84,10,88.05,2025-09-01
STU_88118d40,SUB_CHE_148,TCH_b0dd4864,81.61,77.67,65.25,7,74.84,2025-01-07
STU_88118d40,SUB_ENG_307,TCH_7602e517,66.65,62.33,95.53,8,74.84,2025-08-28
STU_88118d40,SUB_COM_142,TCH_59cac908,77.13,65.08,51.98,7,64.73,2025-09-07
STU_dd0d8466,SUB_BIO_910,TCH_be7faa8a,87.63,63.7,61.27,8,70.87,2025-10-08
STU_dd0d8466,SUB_ENG_307,TCH_b0dd4864,56.54,67.99,92.01,7,72.18,2025-06-22
STU_dd0d8466,SUB_PHY_117,TCH_7602e517,80.77,82.6,54.22,8,72.53,2025-05-15
STU_dd0d8466,SUB_ART_886,TCH_2b2625e5,99.53,88.19,72.87,8,86.86,2025-08-29
STU_9b5f20da,SUB_MAT_392,TCH_b9608476,72.46,57.74,67.44,7,65.88,2025-01-21
STU_9b5f20da,SUB_COM_142,TCH_59cac908,55.49,87.32,56.88,9,66.56,2025-10-29
STU_9b5f20da,SUB_BIO_910,TCH_7602e517,70.2,55.41,70.46,9,65.36,2025-06-20
STU_9b5f20da,SUB_HIS_105,TCH_29eb2101,55.73,61.09,68.44,7,61.75,2025-09-13
STU_9b5f20da,SUB_PHY_117,TCH_59cac908,58.06,68.0,78.7,8,68.25,2025-07-06
STU_80919f79,SUB_COM_142,TCH_fc41ed5e,70.11,88.3,93.86,8,84.09,2025-09-25
STU_80919f79,SUB_BIO_910,TCH_b0dd4864,97.55,88.54,88.32,7,91.47,2025-05-01
STU_80919f79,SUB_HIS_105,TCH_61765dbd,93.55,66.87,61.42,8,73.95,2025-02-03
STU_80919f79,SUB_ENG_307,TCH_59cac908,64.33,93.34,64.96,9,74.21,2025-06-12
STU_80919f79,SUB_MAT_392,TCH_be7faa8a,94.67,50.49,65.05,8,70.07,2025-04-22
STU_b2b1be93,SUB_ENG_307,TCH_59cac908,94.52,79.02,95.75,8,89.76,2025-08-22
STU_b2b1be93,SUB_CHE_148,TCH_59cac908,83.7,77.52,64.68,8,75.3,2025-07-19
STU_b2b1be93,SUB_HIS_105,TCH_2b2625e5,96.65,96.62,93.36,9,95.54,2025-09-17
STU_c8953db8,SUB_PHY_117,TCH_82b5b2da,57.38,72.58,56.29,9,62.08,2025-02-18
STU_c8953db8,SUB_ART_886,TCH_b0dd4864,51.49,98.74,92.66,8,80.96,2025-09-30
STU_c8953db8,SUB_BIO_910,TCH_fc41ed5e,97.38,84.8,76.66,8,86.28,2025-04-25
STU_c8953db8,SUB_CHE_148,TCH_29eb2101,99.28,92.14,55.74,8,82.39,2025-03-06
STU_68c3dee1,SUB_PHY_117,TCH_b0dd4864,63.76,78.07,76.69,8,72.84,2025-02-23
STU_68c3dee1,SUB_CHE_148,TCH_29eb2101,83.43,85.61,71.39,9,80.14,2025-08-07
STU_68c3dee1,SUB_COM_142,TCH_61765dbd,94.17,72.6,94.14,6,86.97,2025-11-17
STU_01dd11ef,SUB_ART_886,TCH_59cac908,97.65,81.76,78.43,7,85.95,2025-03-08
STU_01dd11ef,SUB_CHE_148,TCH_2b2625e5,87.45,91.67,58.45,7,79.19,2025-10-03
STU_01dd11ef,SUB_COM_142,TCH_b0dd4864,87.01,66.1,62.51,8,71.87,2025-03-13
STU_01dd11ef,SUB_ENG_307,TCH_be7faa8a,51.36,68.95,52.43,7,57.58,2025-08-30
STU_e60b6412,SUB_BIO_910,TCH_b9608476,55.08,50.65,80.55,9,62.09,2025-04-10
STU_e60b6412,SUB_ART_886,TCH_be7faa8a,73.22,94.61,90.39,6,86.07,2025-09-04
STU_e60b6412,SUB_MAT_392,TCH_59cac908,94.76,98.59,72.19,9,88.51,2025-09-24
STU_e60b6412,SUB_COM_142,TCH_59cac908,90.99,93.42,86.34,9,90.25,2025-10-25
STU_e60b6412,SUB_PHY_117,TCH_59cac908,71.2,91.19,56.42,7,72.94,2025-09-07
STU_5b0f8318,SUB_HIS_105,TCH_fc41ed5e,56.6,93.54,83.11,9,77.75,2025-03-01
STU_5b0f8318,SUB_ENG_307,TCH_61765dbd,68.91,51.12,73.48,9,64.5,2025-06-04
STU_5b0f8318,SUB_CHE_148,TCH_61765dbd,71.23,94.97,71.94,8,79.38,2025-01-21
STU_5b0f8318,SUB_ART_886,TCH_b9608476,72.06,65.78,84.35,10,74.06,2025-01-25
STU_4419fcde,SUB_ART_886,TCH_82b5b2da,75.8,86.05,84.47,10,82.11,2025-08-21
STU_4419fcde,SUB_ENG_307,TCH_be7faa8a,84.99,99.28,95.89,7,93.39,2025-02-26
STU_4419fcde,SUB_CHE_148,TCH_b9608476,78.09,77.44,64.73,7,73.42,2025-08-20
STU_4419fcde,SUB_MAT_392,TCH_61765dbd,93.71,61.36,73.21,10,76.09,2025-04-28
STU_4419fcde,SUB_PHY_117,TCH_59cac908,86.04,58.41,70.17,9,71.54,2025-02-23
STU_819425cc,SUB_HIS_105,TCH_61765dbd,59.68,83.26,91.63,6,78.19,2025-03-07
STU_819425cc,SUB_MAT_392,TCH_b9608476,99.94,58.04,64.86,7,74.28,2025-04-06
STU_819425cc,SUB_ART_886,TCH_82b5b2da,72.36,95.3,58.9,9,75.52,2025-09-22
STU_819425cc,SUB_COM_142,TCH_b0dd4864,91.48,62.45,98.71,9,84.21,2025-08-14
STU_819425cc,SUB_PHY_117,TCH_2b2625e5,88.98,60.96,79.62,7,76.52,2025-08-07
